Id,Name,Year,Gender,Count
2244126,Lars,2014,M,-29
2244127,Kraig,2014,M,-29
2244128,Kimball,2014,M,-29
2244129,Jerone,2014,M,-29
2244130,Jarrett,2014,M,-29
2244131,Homero,2014,M,-29
2244132,Jhon,2014,M,-25
2244133,Ferrell,2014,M,-29
2244134,Franz,2014,M,-29
2244135,Gareth,2014,M,-29
2244136,Hershell,2014,M,-29
2244137,Gaston,2014,M,-29
2244138,Lorne,2014,M,-29
2244139,Diane,2014,M,-28
2244140,Donavon,2014,M,-28
2244141,Doran,2014,M,-28
2244142,Helen,2014,M,-27
2244143,Gaetano,2014,M,-27
2244144,Eusebio,2014,M,-27
2244145,Dorothy,2014,M,-27
2244146,Dino,2014,M,-27
2244147,Derry,2014,M,-27
2244148,Cornelious,2014,M,-27
2244149,Cipriano,2014,M,-27
2244150,Benjiman,2014,M,-27
2244151,Arnie,2014,M,-27
2244152,Albin,2014,M,-27
2244153,Zack,2014,M,-28
2244154,Waverly,2014,M,-28
2244155,Waldo,2014,M,-28
2244156,Therman,2014,M,-28
2244157,Sol,2014,M,-28
2244158,Samual,2014,M,-28
2244159,Rojelio,2014,M,-28
2244160,Rickard,2014,M,-28
2244161,Philippe,2014,M,-28
2244162,Olan,2014,M,-28
2244163,Nestor,2014,M,-28
2244164,Michale,2014,M,-28
2244165,Melville,2014,M,-28
2244166,Martha,2014,M,-28
2244167,Marlyn,2014,M,-28
2244168,Hampton,2014,M,-28
2244169,Ferris,2014,M,-28
2244170,Evert,2014,M,-28
2244171,Janet,2014,M,-27
2244172,Johney,2014,M,-25
2244173,Ric,2014,M,-23
2244174,Lamonte,2014,M,-25
2244175,Timmothy,2014,M,-23
2244176,Thompson,2014,M,-23
2244177,Ruby,2014,M,-23
2244178,Roney,2014,M,-23
2244179,Pernell,2014,M,-23
2244180,Patricio,2014,M,-23
2244181,Pamela,2014,M,-23
2244182,Mick,2014,M,-23
2244183,Matias,2014,M,-23
2244184,Levester,2014,M,-23
2244185,Lennis,2014,M,-23
2244186,Laurel,2014,M,-23
2244187,Josef,2014,M,-23
2244188,Tobias,2014,M,-23
2244189,Jones,2014,M,-23
2244190,Huston,2014,M,-23
2244191,Herbie,2014,M,-23
2244192,Henri,2014,M,-23
2244193,Hayes,2014,M,-23
2244194,Geoffry,2014,M,-23
2244195,Gay,2014,M,-23
2244196,Florentino,2014,M,-23
2244197,Filiberto,2014,M,-23
2244198,Ezequiel,2014,M,-23
2244199,Ephraim,2014,M,-23
2244200,Earnie,2014,M,-23
2244201,Durwood,2014,M,-23
2244202,Delane,2014,M,-23
2244203,Jarrell,2014,M,-23
2244204,Verdell,2014,M,-23
2244205,Verle,2014,M,-23
2244206,Verlon,2014,M,-23
2244207,Romie,2014,M,-22
2244208,Rockie,2014,M,-22
2244209,Sigmund,2014,M,-22
2244210,Taft,2014,M,-22
2244211,Ethan,2014,M,-29
2244212,Rigoberto,2014,M,-22
2244213,Rhett,2014,M,-22
2244214,Rey,2014,M,-22
2244215,Osborne,2014,M,-22
2244216,Neill,2014,M,-22
2244217,Lino,2014,M,-22
2244218,Lenord,2014,M,-22
2244219,Larrie,2014,M,-22
2244220,Kirt,2014,M,-22
2244221,Isreal,2014,M,-22
2244222,Glennon,2014,M,-22
2244223,Foy,2014,M,-22
2244224,Ewell,2014,M,-22
2244225,Esequiel,2014,M,-22
2244226,Deward,2014,M,-22
2244227,Darry,2014,M,-22
2244228,Colon,2014,M,-22
2244229,Coley,2014,M,-22
2244230,Clive,2014,M,-22
2244231,Cleophas,2014,M,-22
2244232,Arnoldo,2014,M,-22
2244233,Arnett,2014,M,-22
2244234,Arlon,2014,M,-22
2244235,Alexis,2014,M,-22
2244236,Darcy,2014,M,-23
2244237,Josephus,2014,M,-25
2244238,Burke,2014,M,-23
2244239,Auther,2014,M,-23
2244240,Britt,2014,M,-24
2244241,Blas,2014,M,-24
2244242,Bernardino,2014,M,-24
2244243,Baxter,2014,M,-24
2244244,Augusta,2014,M,-24
2244245,Antony,2014,M,-24
2244246,Antoine,2014,M,-24
2244247,Anastacio,2014,M,-24
2244248,Amado,2014,M,-24
2244249,Acie,2014,M,-24
2244250,Worth,2014,M,-25
2244251,Virgle,2014,M,-25
2244252,Valentino,2014,M,-25
2244253,Cardell,2014,M,-24
2244254,Tyree,2014,M,-25
2244255,Terryl,2014,M,-25
2244256,Peyton,2014,M,-25
2244257,Ozzie,2014,M,-25
2244258,Newell,2014,M,-25
2244259,Minor,2014,M,-25
2244260,Milburn,2014,M,-25
2244261,Manny,2014,M,-25
2244262,Malvin,2014,M,-25
2244263,Lyndell,2014,M,-25
2244264,Lucas,2014,M,-25
2244265,Loyal,2014,M,-25
2244266,Leotis,2014,M,-25
2244267,Lennard,2014,M,-25
2244268,Theophilus,2014,M,-25
2244269,Casper,2014,M,-24
2244270,Chesley,2014,M,-24
2244271,Cleotha,2014,M,-24
2244272,Alvan,2014,M,-23
2244273,Wilburt,2014,M,-24
2244274,Vaughan,2014,M,-24
2244275,Tracey,2014,M,-24
2244276,Teddie,2014,M,-24
2244277,Rose,2014,M,-24
2244278,Paulo,2014,M,-24
2244279,Paris,2014,M,-24
2244280,Ozell,2014,M,-24
2244281,Odie,2014,M,-24
2244282,Modesto,2014,M,-24
2244283,Lauro,2014,M,-24
2244284,Larence,2014,M,-24
2244285,Landon,2014,M,-24
2244286,Kenith,2014,M,-24
2244287,Kendrick,2014,M,-24
2244288,Kelsey,2014,M,-24
2244289,Judith,2014,M,-24
2244290,Hughie,2014,M,-24
2244291,Hudson,2014,M,-24
2244292,Harlon,2014,M,-24
2244293,Harlin,2014,M,-24
2244294,Gorge,2014,M,-24
2244295,Gorden,2014,M,-24
2244296,Girard,2014,M,-24
2244297,Edson,2014,M,-24
2244298,Delvin,2014,M,-24
2244299,Corbett,2014,M,-24
2244300,Colby,2014,M,-24
2244301,Bradly,2014,M,-23
2244302,Estel,2014,M,-29
2244303,Clare,2014,M,-37
2244304,Chip,2014,M,-29
2244305,Enrico,2014,M,-36
2244306,Edwardo,2014,M,-36
2244307,Dusty,2014,M,-36
2244308,Delano,2014,M,-36
2244309,Danniel,2014,M,-36
2244310,Cleophus,2014,M,-36
2244311,Authur,2014,M,-36
2244312,Wylie,2014,M,-37
2244313,Whitney,2014,M,-37
2244314,Stafford,2014,M,-37
2244315,Sid,2014,M,-37
2244316,Rollie,2014,M,-37
2244317,Orin,2014,M,-37
2244318,Frazier,2014,M,-36
2244319,Ora,2014,M,-37
2244320,Malcom,2014,M,-37
2244321,Lennie,2014,M,-37
2244322,Kimberly,2014,M,-37
2244323,Johny,2014,M,-37
2244324,Hezekiah,2014,M,-37
2244325,Farris,2014,M,-37
2244326,Elgin,2014,M,-37
2244327,Edsel,2014,M,-37
2244328,Darel,2014,M,-37
2244329,Christy,2014,M,-37
2244330,Allison,2014,M,-37
2244331,Tod,2014,M,-38
2244332,Stacey,2014,M,-38
2244333,Merlyn,2014,M,-37
2244334,Sherrill,2014,M,-38
2244335,General,2014,M,-36
2244336,Lucio,2014,M,-36
2244337,Lawerance,2014,M,-35
2244338,Lavon,2014,M,-35
2244339,Judy,2014,M,-35
2244340,Jude,2014,M,-35
2244341,Jonnie,2014,M,-35
2244342,Jodie,2014,M,-35
2244343,Jethro,2014,M,-35
2244344,Hurley,2014,M,-35
2244345,Hayden,2014,M,-35
2244346,Erich,2014,M,-35
2244347,Ennis,2014,M,-35
2244348,Earlie,2014,M,-35
2244349,Dwane,2014,M,-35
2244350,Kelley,2014,M,-36
2244351,Dock,2014,M,-35
2244352,Bernice,2014,M,-35
2244353,Bartholomew,2014,M,-35
2244354,Arvil,2014,M,-35
2244355,Wilber,2014,M,-36
2244356,Verl,2014,M,-36
2244357,Turner,2014,M,-36
2244358,Theo,2014,M,-36
2244359,Shelly,2014,M,-36
2244360,Robbin,2014,M,-36
2244361,Reymundo,2014,M,-36
2244362,Nevin,2014,M,-36
2244363,Michiel,2014,M,-36
2244364,Marlon,2014,M,-36
2244365,Betty,2014,M,-35
2244366,Rudolfo,2014,M,-38
2244367,Rosario,2014,M,-38
2244368,Richmond,2014,M,-38
2244369,Lucky,2014,M,-40
2244370,Luciano,2014,M,-40
2244371,Linden,2014,M,-40
2244372,Hilario,2014,M,-40
2244373,Heyward,2014,M,-40
2244374,Furman,2014,M,-40
2244375,Erasmo,2014,M,-40
2244376,Dante,2014,M,-40
2244377,Damian,2014,M,-40
2244378,Curley,2014,M,-40
2244379,Collin,2014,M,-40
2244380,Carmelo,2014,M,-40
2244381,Brenton,2014,M,-40
2244382,Miller,2014,M,-40
2244383,Author,2014,M,-40
2244384,Scot,2014,M,-41
2244385,Norwood,2014,M,-41
2244386,Nels,2014,M,-41
2244387,Margaret,2014,M,-41
2244388,Linton,2014,M,-41
2244389,Leighton,2014,M,-41
2244390,Laurie,2014,M,-41
2244391,Laurance,2014,M,-41
2244392,Karen,2014,M,-41
2244393,Thurmon,2014,M,-22
2244394,Godfrey,2014,M,-41
2244395,Haskell,2014,M,-41
2244396,Harrell,2014,M,-41
2244397,Angus,2014,M,-40
2244398,Sal,2014,M,-40
2244399,Valentin,2014,M,-40
2244400,Wynn,2014,M,-40
2244401,Rayburn,2014,M,-38
2244402,Moises,2014,M,-38
2244403,Leif,2014,M,-38
2244404,Joyce,2014,M,-38
2244405,Giles,2014,M,-38
2244406,Fulton,2014,M,-38
2244407,Erskine,2014,M,-38
2244408,Ellsworth,2014,M,-38
2244409,Duke,2014,M,-38
2244410,Darvin,2014,M,-38
2244411,Claudie,2014,M,-38
2244412,Brice,2014,M,-38
2244413,Arlyn,2014,M,-38
2244414,Alonza,2014,M,-38
2244415,Sheridan,2014,M,-39
2244416,Rosevelt,2014,M,-39
2244417,Rob,2014,M,-39
2244418,Llewellyn,2014,M,-39
2244419,Lindy,2014,M,-39
2244420,Levy,2014,M,-39
2244421,Joan,2014,M,-39
2244422,Gino,2014,M,-39
2244423,Garey,2014,M,-39
2244424,Florencio,2014,M,-39
2244425,Faustino,2014,M,-39
2244426,Dann,2014,M,-39
2244427,Collins,2014,M,-39
2244428,Brock,2014,M,-39
2244429,Bertrand,2014,M,-39
2244430,Lou,2014,M,-35
2244431,Montgomery,2014,M,-35
2244432,Raoul,2014,M,-35
2244433,Roby,2014,M,-35
2244434,Porfirio,2014,M,-31
2244435,Norton,2014,M,-31
2244436,Nancy,2014,M,-31
2244437,Montie,2014,M,-31
2244438,Kennard,2014,M,-31
2244439,Isadore,2014,M,-31
2244440,Hobart,2014,M,-31
2244441,Garret,2014,M,-31
2244442,Dustin,2014,M,-31
2244443,Durward,2014,M,-31
2244444,Doris,2014,M,-31
2244445,Dawson,2014,M,-31
2244446,Darl,2014,M,-31
2244447,Rance,2014,M,-31
2244448,Creighton,2014,M,-31
2244449,Caleb,2014,M,-31
2244450,Burley,2014,M,-31
2244451,Beryl,2014,M,-31
2244452,Berton,2014,M,-31
2244453,Bailey,2014,M,-31
2244454,Arvid,2014,M,-31
2244455,Arne,2014,M,-31
2244456,Arlis,2014,M,-31
2244457,Waymond,2014,M,-32
2244458,Thornton,2014,M,-32
2244459,Shaun,2014,M,-32
2244460,Raynaldo,2014,M,-32
2244461,Phillips,2014,M,-32
2244462,Cody,2014,M,-31
2244463,Richie,2014,M,-31
2244464,Sammuel,2014,M,-31
2244465,Vernard,2014,M,-31
2244466,Catarino,2014,M,-29
2244467,Casimir,2014,M,-29
2244468,Carolyn,2014,M,-29
2244469,Vann,2014,M,-30
2244470,Tillman,2014,M,-30
2244471,Sylvan,2014,M,-30
2244472,Scottie,2014,M,-30
2244473,Roel,2014,M,-30
2244474,Rodrigo,2014,M,-30
2244475,Randolf,2014,M,-30
2244476,Octavio,2014,M,-30
2244477,Nickie,2014,M,-30
2244478,Murry,2014,M,-30
2244479,Micky,2014,M,-30
2244480,Mickel,2014,M,-30
2244481,Mickael,2014,M,-30
2244482,Merl,2014,M,-30
2244483,Judge,2014,M,-30
2244484,Jo,2014,M,-30
2244485,Ivy,2014,M,-30
2244486,Emmit,2014,M,-30
2244487,Donato,2014,M,-30
2244488,Derald,2014,M,-30
2244489,Cole,2014,M,-30
2244490,Baron,2014,M,-30
2244491,Anselmo,2014,M,-30
2244492,Amador,2014,M,-30
2244493,Willian,2014,M,-31
2244494,Watson,2014,M,-31
2244495,Nils,2014,M,-32
2244496,Darius,2014,M,-29
2244497,Merton,2014,M,-32
2244498,Herb,2014,M,-32
2244499,Barron,2014,M,-33
2244500,Armond,2014,M,-33
2244501,Welton,2014,M,-34
2244502,Vinson,2014,M,-34
2244503,Vernal,2014,M,-34
2244504,Rudolf,2014,M,-34
2244505,Ricki,2014,M,-34
2244506,Ransom,2014,M,-34
2244507,Michial,2014,M,-34
2244508,Mauro,2014,M,-34
2244509,Lionell,2014,M,-34
2244510,Layne,2014,M,-34
2244511,Lambert,2014,M,-34
2244512,Bernell,2014,M,-33
2244513,Jonny,2014,M,-34
2244514,Hilary,2014,M,-34
2244515,Gloria,2014,M,-34
2244516,Gayland,2014,M,-34
2244517,Enos,2014,M,-34
2244518,Elzie,2014,M,-34
2244519,Dicky,2014,M,-34
2244520,Davie,2014,M,-34
2244521,Cris,2014,M,-34
2244522,Candelario,2014,M,-34
2244523,Caesar,2014,M,-34
2244524,Addison,2014,M,-34
2244525,Vic,2014,M,-35
2244526,Sampson,2014,M,-35
2244527,Hilliard,2014,M,-34
2244528,Cal,2014,M,-33
2244529,Clemente,2014,M,-33
2244530,Cornel,2014,M,-33
2244531,Hamilton,2014,M,-32
2244532,Gray,2014,M,-32
2244533,Gardner,2014,M,-32
2244534,Fransisco,2014,M,-32
2244535,Fabian,2014,M,-32
2244536,Drake,2014,M,-32
2244537,Diego,2014,M,-32
2244538,Barrie,2014,M,-32
2244539,Baldemar,2014,M,-32
2244540,Arland,2014,M,-32
2244541,Abner,2014,M,-32
2244542,Seymour,2014,M,-33
2244543,Rodrick,2014,M,-33
2244544,Natividad,2014,M,-33
2244545,Marshal,2014,M,-33
2244546,Linus,2014,M,-33
2244547,Leamon,2014,M,-33
2244548,Judd,2014,M,-33
2244549,Jerrel,2014,M,-33
2244550,Gustave,2014,M,-33
2244551,Greggory,2014,M,-33
2244552,Fay,2014,M,-33
2244553,Eugenio,2014,M,-33
2244554,Emmet,2014,M,-33
2244555,Elwyn,2014,M,-33
2244556,Efren,2014,M,-33
2244557,Edmundo,2014,M,-33
2244558,Devon,2014,M,-33
2244559,Daryle,2014,M,-33
2244560,Kieth,2014,M,-32
2244561,Tito,2014,M,-22
2244562,Lindley,2014,M,-15
2244563,Walt,2014,M,-22
2244564,Deon,2014,M,-15
2244565,Demetrio,2014,M,-15
2244566,Delwyn,2014,M,-15
2244567,Damien,2014,M,-15
2244568,Curlee,2014,M,-15
2244569,Courtland,2014,M,-15
2244570,Colonel,2014,M,-15
2244571,Clancy,2014,M,-15
2244572,Cesario,2014,M,-15
2244573,Cephus,2014,M,-15
2244574,Cathy,2014,M,-15
2244575,Butler,2014,M,-15
2244576,Bronson,2014,M,-15
2244577,Diana,2014,M,-15
2244578,Billey,2014,M,-15
2244579,Avelino,2014,M,-15
2244580,Autry,2014,M,-15
2244581,Arvie,2014,M,-15
2244582,Armin,2014,M,-15
2244583,Apolonio,2014,M,-15
2244584,Anna,2014,M,-15
2244585,Ann,2014,M,-15
2244586,Ancil,2014,M,-15
2244587,Adell,2014,M,-15
2244588,Zeb,2014,M,-16
2244589,Yolanda,2014,M,-16
2244590,Yancy,2014,M,-16
2244591,Vickie,2014,M,-16
2244592,Benigno,2014,M,-15
2244593,Tucker,2014,M,-16
2244594,Edna,2014,M,-15
2244595,Ellery,2014,M,-15
2244596,Macon,2014,M,-15
2244597,Lowry,2014,M,-15
2244598,Lonzie,2014,M,-15
2244599,Little,2014,M,-15
2244600,Link,2014,M,-15
2244601,Lin,2014,M,-15
2244602,Lenton,2014,M,-15
2244603,Lenon,2014,M,-15
2244604,Lawyer,2014,M,-15
2244605,Lanier,2014,M,-15
2244606,Kirkland,2014,M,-15
2244607,Kennedy,2014,M,-15
2244608,Kendell,2014,M,-15
2244609,Elgie,2014,M,-15
2244610,Kemp,2014,M,-15
2244611,Kary,2014,M,-15
2244612,Junious,2014,M,-15
2244613,Joeseph,2014,M,-15
2244614,Hollie,2014,M,-15
2244615,Harvie,2014,M,-15
2244616,Gwen,2014,M,-15
2244617,Greig,2014,M,-15
2244618,Gilmer,2014,M,-15
2244619,Gentry,2014,M,-15
2244620,Freddrick,2014,M,-15
2244621,Finis,2014,M,-15
2244622,Essie,2014,M,-15
2244623,Ellwood,2014,M,-15
2244624,Kathy,2014,M,-15
2244625,Thom,2014,M,-16
2244626,Terrace,2014,M,-16
2244627,Tad,2014,M,-16
2244628,Henery,2014,M,-16
2244629,Heber,2014,M,-16
2244630,Harrel,2014,M,-16
2244631,Gordan,2014,M,-16
2244632,Glover,2014,M,-16
2244633,Gilman,2014,M,-16
2244634,Gibson,2014,M,-16
2244635,Gery,2014,M,-16
2244636,Garnet,2014,M,-16
2244637,Farley,2014,M,-16
2244638,Evelyn,2014,M,-16
2244639,Erling,2014,M,-16
2244640,Elson,2014,M,-16
2244641,Hervey,2014,M,-16
2244642,Eligah,2014,M,-16
2244643,Dion,2014,M,-16
2244644,Derryl,2014,M,-16
2244645,Delma,2014,M,-16
2244646,Davy,2014,M,-16
2244647,Cristobal,2014,M,-16
2244648,Creed,2014,M,-16
2244649,Constantine,2014,M,-16
2244650,Burnie,2014,M,-16
2244651,Bufford,2014,M,-16
2244652,Bryson,2014,M,-16
2244653,Brown,2014,M,-16
2244654,Blaise,2014,M,-16
2244655,Wes,2014,M,-17
2244656,Earvin,2014,M,-16
2244657,Hilbert,2014,M,-16
2244658,Horacio,2014,M,-16
2244659,Hosie,2014,M,-16
2244660,Starling,2014,M,-16
2244661,Shedrick,2014,M,-16
2244662,Schuyler,2014,M,-16
2244663,Saverio,2014,M,-16
2244664,Rito,2014,M,-16
2244665,Rita,2014,M,-16
2244666,Reinaldo,2014,M,-16
2244667,Rande,2014,M,-16
2244668,Ramsey,2014,M,-16
2244669,Perfecto,2014,M,-16
2244670,Oneil,2014,M,-16
2244671,Norm,2014,M,-16
2244672,Nile,2014,M,-16
2244673,Mccoy,2014,M,-16
2244674,Manley,2014,M,-16
2244675,Macarthur,2014,M,-16
2244676,Lynne,2014,M,-16
2244677,Luster,2014,M,-16
2244678,Loring,2014,M,-16
2244679,Linnie,2014,M,-16
2244680,Laroy,2014,M,-16
2244681,Keneth,2014,M,-16
2244682,Keary,2014,M,-16
2244683,Julious,2014,M,-16
2244684,Johnell,2014,M,-16
2244685,Jimmey,2014,M,-16
2244686,Jefferey,2014,M,-16
2244687,Irby,2014,M,-16
2244688,Hoyle,2014,M,-16
2244689,Marcell,2014,M,-15
2244690,Morey,2014,M,-15
2244691,Muriel,2014,M,-15
2244692,Murl,2014,M,-15
2244693,Placido,2014,M,-14
2244694,Peder,2014,M,-14
2244695,Pascal,2014,M,-14
2244696,Owens,2014,M,-14
2244697,Orvil,2014,M,-14
2244698,Nunzio,2014,M,-14
2244699,Norma,2014,M,-14
2244700,Nazario,2014,M,-14
2244701,Mont,2014,M,-14
2244702,Merwin,2014,M,-14
2244703,Merril,2014,M,-14
2244704,Marlowe,2014,M,-14
2244705,Marilyn,2014,M,-14
2244706,Presley,2014,M,-14
2244707,Mannie,2014,M,-14
2244708,Maceo,2014,M,-14
2244709,Lynell,2014,M,-14
2244710,Lige,2014,M,-14
2244711,Lessie,2014,M,-14
2244712,Lennon,2014,M,-14
2244713,Lemon,2014,M,-14
2244714,Lebron,2014,M,-14
2244715,Kerwin,2014,M,-14
2244716,Kenyon,2014,M,-14
2244717,Jule,2014,M,-14
2244718,Jeffory,2014,M,-14
2244719,Jarold,2014,M,-14
2244720,Jammie,2014,M,-14
2244721,Manford,2014,M,-14
2244722,Raeford,2014,M,-14
2244723,Randol,2014,M,-14
2244724,Read,2014,M,-14
2244725,Alois,2014,M,-13
2244726,Alice,2014,M,-13
2244727,Bryon,2014,M,-41
2244728,Alben,2014,M,-13
2244729,Young,2014,M,-14
2244730,Wilfrid,2014,M,-14
2244731,Waylon,2014,M,-14
2244732,Virgel,2014,M,-14
2244733,Vicky,2014,M,-14
2244734,Truett,2014,M,-14
2244735,Trenton,2014,M,-14
2244736,Terris,2014,M,-14
2244737,Tedd,2014,M,-14
2244738,Suzanne,2014,M,-14
2244739,Stevenson,2014,M,-14
2244740,Silverio,2014,M,-14
2244741,Shirl,2014,M,-14
2244742,Serge,2014,M,-14
2244743,Seferino,2014,M,-14
2244744,Samule,2014,M,-14
2244745,Rufino,2014,M,-14
2244746,Rozell,2014,M,-14
2244747,Roswell,2014,M,-14
2244748,Roque,2014,M,-14
2244749,Ronell,2014,M,-14
2244750,Rodman,2014,M,-14
2244751,Rico,2014,M,-14
2244752,Reynolds,2014,M,-14
2244753,Renee,2014,M,-14
2244754,Jacque,2014,M,-14
2244755,Tyrus,2014,M,-17
2244756,Isidore,2014,M,-14
2244757,Herby,2014,M,-14
2244758,Asher,2014,M,-14
2244759,Arron,2014,M,-14
2244760,Arno,2014,M,-14
2244761,Anita,2014,M,-14
2244762,Ammon,2014,M,-14
2244763,Almon,2014,M,-14
2244764,Aldon,2014,M,-14
2244765,Adrain,2014,M,-14
2244766,Aden,2014,M,-14
2244767,Wray,2014,M,-15
2244768,Wilfredo,2014,M,-15
2244769,Waddell,2014,M,-15
2244770,Theotis,2014,M,-15
2244771,Barclay,2014,M,-14
2244772,Terral,2014,M,-15
2244773,Simeon,2014,M,-15
2244774,Sander,2014,M,-15
2244775,Rush,2014,M,-15
2244776,Ruel,2014,M,-15
2244777,Rolly,2014,M,-15
2244778,Robyn,2014,M,-15
2244779,Robinson,2014,M,-15
2244780,Riccardo,2014,M,-15
2244781,Prentis,2014,M,-15
2244782,Peggy,2014,M,-15
2244783,Ole,2014,M,-15
2244784,Octaviano,2014,M,-15
2244785,Norvel,2014,M,-15
2244786,Skippy,2014,M,-15
2244787,Bernhard,2014,M,-14
2244788,Blase,2014,M,-14
2244789,Bo,2014,M,-14
2244790,Haven,2014,M,-14
2244791,Gregor,2014,M,-14
2244792,Gilford,2014,M,-14
2244793,Geraldine,2014,M,-14
2244794,Garrison,2014,M,-14
2244795,Flavio,2014,M,-14
2244796,Erskin,2014,M,-14
2244797,Erle,2014,M,-14
2244798,Elie,2014,M,-14
2244799,Edmon,2014,M,-14
2244800,Donley,2014,M,-14
2244801,Doak,2014,M,-14
2244802,Derwood,2014,M,-14
2244803,Derrel,2014,M,-14
2244804,Denzel,2014,M,-14
2244805,Connell,2014,M,-14
2244806,Collie,2014,M,-14
2244807,Cletis,2014,M,-14
2244808,Cleatus,2014,M,-14
2244809,Clayborn,2014,M,-14
2244810,Chalmers,2014,M,-14
2244811,Ceaser,2014,M,-14
2244812,Ceasar,2014,M,-14
2244813,Catherine,2014,M,-14
2244814,Carlie,2014,M,-14
2244815,Carles,2014,M,-14
2244816,Buzz,2014,M,-14
2244817,Burgess,2014,M,-14
2244818,Boris,2014,M,-14
2244819,Ignatius,2014,M,-14
2244820,Verlyn,2014,M,-22
2244821,Talmage,2014,M,-17
2244822,Sabino,2014,M,-17
2244823,Alvah,2014,M,-19
2244824,Alpha,2014,M,-19
2244825,Allie,2014,M,-19
2244826,Adelbert,2014,M,-19
2244827,Vivian,2014,M,-20
2244828,Urban,2014,M,-20
2244829,Sumner,2014,M,-20
2244830,Salomon,2014,M,-20
2244831,Ruth,2014,M,-20
2244832,Phill,2014,M,-20
2244833,Pearl,2014,M,-20
2244834,Okey,2014,M,-20
2244835,Nat,2014,M,-20
2244836,Arley,2014,M,-19
2244837,Mikeal,2014,M,-20
2244838,Larue,2014,M,-20
2244839,Keven,2014,M,-20
2244840,Kevan,2014,M,-20
2244841,Jerre,2014,M,-20
2244842,Ishmael,2014,M,-20
2244843,Hartley,2014,M,-20
2244844,Guido,2014,M,-20
2244845,Gennaro,2014,M,-20
2244846,Florian,2014,M,-20
2244847,Finley,2014,M,-20
2244848,Ferman,2014,M,-20
2244849,Eulalio,2014,M,-20
2244850,Delwin,2014,M,-20
2244851,Michele,2014,M,-20
2244852,Cynthia,2014,M,-20
2244853,Aubry,2014,M,-19
2244854,Caroll,2014,M,-19
2244855,Melford,2014,M,-19
2244856,Mauricio,2014,M,-19
2244857,Mart,2014,M,-19
2244858,Malachi,2014,M,-19
2244859,Ludwig,2014,M,-19
2244860,Louise,2014,M,-19
2244861,Livingston,2014,M,-19
2244862,Leverne,2014,M,-19
2244863,Leopold,2014,M,-19
2244864,Katherine,2014,M,-19
2244865,Joy,2014,M,-19
2244866,Jane,2014,M,-19
2244867,Ivery,2014,M,-19
2244868,Beauford,2014,M,-19
2244869,Heriberto,2014,M,-19
2244870,Golden,2014,M,-19
2244871,Gerome,2014,M,-19
2244872,Francesco,2014,M,-19
2244873,Fenton,2014,M,-19
2244874,Eston,2014,M,-19
2244875,Esau,2014,M,-19
2244876,Erie,2014,M,-19
2244877,Elza,2014,M,-19
2244878,Dixon,2014,M,-19
